id,name,releasedate,duration,directorid,producerid,writerid,imdb,budget,collection,certification,score
tt0087800,"A Nightmare on Elm Street","16 November 1984 ","1h 31min",/name/nm0000127?ref_=tt_ov_dr,/company/co0046718?ref_=cons_tt_dt_co_1,/name/nm0000127?ref_=tt_ov_wr,7.5,"$1,800,000","$1,271,000",A,0.0000
tt0100802,"Total Recall","10 December 1990 ","1h 53min",/name/nm0000682?ref_=tt_ov_dr,/company/co0094459?ref_=cons_tt_dt_co_1,/name/nm0001140?ref_=tt_ov_wr,7.5,"$65,000,000","$25,533,700",A,0.0000
tt0102685,"Point Break","12 July 1991 ","2h 2min",/name/nm0000941?ref_=tt_ov_dr,/company/co0080130?ref_=cons_tt_dt_co_1,/name/nm0004488?ref_=tt_ov_wr,7.2,"$24,000,000","$43,218,38","Rated R for violence, language and brief nudity",0.0000
tt0109127,"Angels & Demons","15 July 1994 ","1h 42min",/name/nm0213100?ref_=tt_ov_dr,/company/co0072626?ref_=cons_tt_dt_co_1,/name/nm0455510?ref_=tt_ov_wr,6.1,"$24,000,000","$50,236,83","Rated PG for mild language",0.0000
tt0115906,"The Devil Inside","13 December 1996 ","1h 46min",/name/nm0668247?ref_=tt_ov_dr,/company/co0195567?ref_=cons_tt_dt_co_1,/name/nm0668247?ref_=tt_ov_wr,7.0,"$3,000,000","$26,709","Rated R for substance abuse, strong language and a sex scene",0.0000
tt0119051,"The Wild","26 September 1997 ","1h 57min",/name/nm0848414?ref_=tt_ov_dr,/company/co0079747?ref_=cons_tt_dt_co_1,/name/nm0000519?ref_=tt_ov_wr,6.9,"$7,733,445,","$27,779,888","Rated R for language and some adventure gore/violence",0.0000
tt0121164,"Corpse Bride","23 September 2005 ","1h 17min",/name/nm0000318?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0000318?ref_=tt_ov_wr,7.4,"$40,000,000","$385,078","Rated PG for some scary images and action, and brief mild language",0.0000
tt0121766,"Star Wars: Episode III - Revenge of the Sith","20 May 2005 ","2h 20min",/name/nm0000184?ref_=tt_ov_dr,/company/co0071326?ref_=cons_tt_dt_co_1,/name/nm0000184?ref_=tt_ov_wr,7.6,"$113,000,000","$108,435,841","Rated PG-13 for sci-fi violence and some intense images",0.0000
tt0259324,"Ghost Rider","15 February 2007 ","1h 54min",/name/nm0425756?ref_=tt_ov_dr,/company/co0050868?ref_=cons_tt_dt_co_1,/name/nm0425756?ref_=tt_ov_wr,5.2,"$110,000,000","$52,022,908","Rated PG-13 for horror violence and disturbing images",0.0000
tt0267891,"The Ringer","23 December 2005 ","1h 34min",/name/nm0087904?ref_=tt_ov_dr,/company/co0030016?ref_=cons_tt_dt_co_1,/name/nm0088546?ref_=tt_ov_wr,5.8,"$7,702,439,","$35,424,335","Rated PG-13 for crude and sexual humor, language and some drug references",0.0000
tt0289879,"The Butterfly Effect","23 April 2004 ","1h 53min",/name/nm0107774?ref_=tt_ov_dr,/company/co0044439?ref_=cons_tt_dt_co_1,/name/nm0344259?ref_=tt_ov_wr,7.7,"$13,000,000","$17,065,227","Rated R for violence, sexual content, language and brief drug use",0.0000
tt0290002,"Meet the Fockers","22 December 2004 ","1h 55min",/name/nm0005366?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0322839?ref_=tt_ov_wr,6.3,"$80,000,000","$46,120,980","Rated PG-13 for crude and sexual humor, language and a brief drug reference",0.0000
tt0293508,"The Phantom of the Opera","10 December 2004 ","2h 23min",/name/nm0001708?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0503693?ref_=tt_ov_wr,7.3,"$70,000,000","$4,001,890","Rated PG-13 for brief violent images",0.0000
tt0293564,"Rush Hour 3","10 August 2007 ","1h 31min",/name/nm0711840?ref_=tt_ov_dr,/company/co0046718?ref_=cons_tt_dt_co_1,/name/nm0622288?ref_=tt_ov_wr,6.2,"$140,000,000","$49,100,158","Rated PG-13 for sequences of action violence, sexual content, nudity and language",0.0000
tt0294870,Rent,"23 November 2005 ","2h 15min",/name/nm0001060?ref_=tt_ov_dr,/company/co0144132?ref_=cons_tt_dt_co_1,/name/nm0154716?ref_=tt_ov_wr,7.0,"$40,000,000","$10,016,021","Rated PG-13 for mature thematic material involving drugs and sexuality, and for some strong language",0.0000
tt0296572,"The Chronicles of Riddick","6 August 2004 ","1h 59min",/name/nm0878638?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0923646?ref_=tt_ov_wr,6.7,"$105,000,000","$24,289,165","Rated PG-13 for intense sequences of violent action and some language",0.0000
tt0298148,"Shrek 2","20 August 2004 ","1h 33min",/name/nm0011470?ref_=tt_ov_dr,/company/co0040938?ref_=cons_tt_dt_co_1,/name/nm0825308?ref_=tt_ov_wr,7.2,"$150,000,000","$108,037,878","Rated PG for some crude humor, a brief substance reference and some suggestive content",0.0000
tt0299172,"Home on the Range","2 April 2004 ","1h 16min",/name/nm0278181?ref_=tt_ov_dr,/company/co0008970?ref_=cons_tt_dt_co_1,/name/nm0278181?ref_=tt_ov_wr,5.4,"$110,000,000","$13,880,771","Rated PG for brief mild rude humor",0.0000
tt0300051,"Jersey Girl","26 March 2004 ","1h 42min",/name/nm0003620?ref_=tt_ov_dr,/company/co0022594?ref_=cons_tt_dt_co_1,/name/nm0003620?ref_=tt_ov_wr,6.2,"$35,000,000","$8,319,171","Rated PG-13 on appeal for language and sexual content including frank dialogue",0.0000
tt0307453,"Shark Tale","19 November 2004 ","1h 30min",/name/nm0074426?ref_=tt_ov_dr,/company/co0129164?ref_=cons_tt_dt_co_1,/name/nm5022110?ref_=tt_ov_wr,6.0,"$75,000,000","$47,604,606","Rated PG for some mild language and crude humor",0.0000
tt0308644,"Finding Neverland","28 January 2005 ","1h 46min",/name/nm0286975?ref_=tt_ov_dr,/company/co0022594?ref_=cons_tt_dt_co_1,/name/nm0460632?ref_=tt_ov_wr,7.7,"$25,000,000","$220,524","Rated PG for mild thematic elements and brief language",0.0000
tt0316654,"Spider-Man 2","23 July 2004 ","2h 7min",/name/nm0000600?ref_=tt_ov_dr,/company/co0050868?ref_=cons_tt_dt_co_1,/name/nm0498278?ref_=tt_ov_wr,7.3,"$200,000,000","$115,817,364",U,0.0000
tt0317132,"Because of Winn-Dixie","18 February 2005 ","1h 46min",/name/nm0911061?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm1164216?ref_=tt_ov_wr,6.4,"$14,000,000","$13,218,723","Rated PG for thematic elements and brief mild language",0.0000
tt0317198,"Bridget Jones: The Edge of Reason","3 December 2004 ","1h 48min",/name/nm0452319?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0276144?ref_=tt_ov_wr,5.9,"$40,000,000","$3,608,816
            (United Kingdom)","Rated R for language and some sexual content",0.0000
tt0317219,Cars,"4 August 2006 ","1h 57min",/name/nm0005124?ref_=tt_ov_dr,/company/co0017902?ref_=cons_tt_dt_co_1,/name/nm0005124?ref_=tt_ov_wr,7.2,"$120,000,000","$60,119,509",U,0.0000
tt0317648,Hidalgo,"5 March 2004 ","2h 16min",/name/nm0002653?ref_=tt_ov_dr,/company/co0049348?ref_=cons_tt_dt_co_1,/name/nm0299301?ref_=tt_ov_wr,6.7,"$100,000,000","$18,829,435","Rated PG-13 for adventure violence and some mild innuendo",0.0000
tt0317705,"The Incredibles","5 November 2004 ","1h 55min",/name/nm0083348?ref_=tt_ov_dr,/company/co0017902?ref_=cons_tt_dt_co_1,/name/nm0083348?ref_=tt_ov_wr,8.0,"$92,000,000","$70,467,623",U,0.0000
tt0318627,"Resident Evil: Apocalypse","26 November 2004 ","1h 34min",/name/nm0936838?ref_=tt_ov_dr,/company/co0286424?ref_=cons_tt_dt_co_1,/name/nm0027271?ref_=tt_ov_wr,6.2,"$45,000,000","$23,036,273","Rated R for non-stop violence, language and some nudity",0.0000
tt0318649,Sahara,"8 April 2005 ","2h 4min",/name/nm0252135?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0193774?ref_=tt_ov_wr,6.0,"$130,000,000","$18,068,372","Rated PG-13 for action violence",0.0000
tt0319262,"The Day After Tomorrow","28 May 2004 ","2h 4min",/name/nm0000386?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm0000386?ref_=tt_ov_wr,6.4,"$125,000,000","$85,807,341","Rated PG-13 for intense situations of peril",0.0000
tt0320661,"Kingdom of Heaven","6 May 2005 ","2h 24min",/name/nm0000631?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm1184258?ref_=tt_ov_wr,7.2,"$130,000,000","$3,793,166
            (Spain)","Rated R for strong violence and epic warfare",0.0000
tt0324554,Obsessed,"3 September 2004 ","1h 54min",/name/nm0006476?ref_=tt_ov_dr,/company/co0016037?ref_=cons_tt_dt_co_1,/name/nm0590813?ref_=tt_ov_wr,7.0,"$30,000,000","$6,819,393","Rated PG-13 for sexuality and language",0.0000
tt0327084,"Over the Hedge","19 May 2006 ","1h 23min",/name/nm0426333?ref_=tt_ov_dr,/company/co0129164?ref_=cons_tt_dt_co_1,/name/nm0089676?ref_=tt_ov_wr,6.7,"$80,000,000","$38,457,003","Rated PG for some rude humor and mild comic action",0.0000
tt0327162,"The Stepford Wives","11 June 2004 ","1h 33min",/name/nm0000568?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0505615?ref_=tt_ov_wr,5.2,"$90,000,000","$21,406,781","Rated PG-13 for sexual content, thematic material and language",0.0000
tt0327437,"Around the World in 80 Days","16 June 2004 ",2h,/name/nm0178997?ref_=tt_ov_dr,/company/co0073388?ref_=cons_tt_dt_co_1,/name/nm0894523?ref_=tt_ov_wr,5.8,"$110,000,000","$7,576,132","Rated PG for action violence, some crude humor and mild language",0.0000
tt0327597,Coraline,"6 February 2009 ","1h 40min",/name/nm0783139?ref_=tt_ov_dr,/company/co0042399?ref_=cons_tt_dt_co_1,/name/nm0783139?ref_=tt_ov_wr,7.7,"$60,000,000","$16,849,646","Rated PG for thematic elements, scary images, some language and suggestive humor",0.0000
tt0327679,"Ella Enchanted","9 April 2004 ","1h 36min",/name/nm0641373?ref_=tt_ov_dr,/company/co0022594?ref_=cons_tt_dt_co_1,/name/nm0185934?ref_=tt_ov_wr,6.3,"$35,000,000","$6,169,030","Rated PG for some crude humor and language",0.0000
tt0328107,"Man on Fire","23 April 2004 ","2h 26min",/name/nm0001716?ref_=tt_ov_dr,/company/co0017497?ref_=cons_tt_dt_co_1,/name/nm0704031?ref_=tt_ov_wr,7.7,"$70,000,000","$22,751,490","Rated R for language and strong violence",0.0000
tt0329774,"xXx: State of the Union","29 April 2005 ","1h 41min",/name/nm0848414?ref_=tt_ov_dr,/company/co0050868?ref_=cons_tt_dt_co_1,/name/nm0929186?ref_=tt_ov_wr,4.4,"$60,000,000","$12,712,272","Rated PG-13 for sequences of intense action violence and some language",0.0000
tt0330373,"Harry Potter and the Goblet of Fire","18 November 2005 ","2h 37min",/name/nm0001565?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0460141?ref_=tt_ov_wr,7.7,"$150,000,000","$102,335,066",UA,0.0000
tt0331632,"Scooby-Doo 2: Monsters Unleashed","23 April 2004 ","1h 33min",/name/nm0331532?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0360253?ref_=tt_ov_wr,5.0,"$80,000,000","$29,438,331","Rated PG for some scary action, rude humor and language",0.0000
tt0332047,"Fever Pitch","8 April 2005 ","1h 44min",/name/nm0268370?ref_=tt_ov_dr,/company/co0017497?ref_=cons_tt_dt_co_1,/name/nm0304665?ref_=tt_ov_wr,6.2,"$30,000,000","$12,400,125","Rated PG-13 for crude and sexual humor, and some sensuality",0.0000
tt0332280,"The Notebook","25 June 2004 ","2h 3min",/name/nm0001024?ref_=tt_ov_dr,/company/co0046718?ref_=cons_tt_dt_co_1,/name/nm0505230?ref_=tt_ov_wr,7.9,"$29,000,000","$13,464,745","Rated PG-13 for some sexuality",0.0000
tt0332452,Troy,"25 June 2004 ","2h 43min",/name/nm0000583?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0392955?ref_=tt_ov_wr,7.2,"$175,000,000","$46,865,412","Rated R for graphic violence and some sexuality/nudity",0.0000
tt0333766,"Garden State","20 August 2004 ","1h 42min",/name/nm0103785?ref_=tt_ov_dr,/company/co0084122?ref_=cons_tt_dt_co_1,/name/nm0103785?ref_=tt_ov_wr,7.5,"$2,500,000","$201,115","Rated R for language, drug use and a scene of sexuality",0.0000
tt0337563,"13 Going on 30","29 October 2004 ","1h 38min",/name/nm0935095?ref_=tt_ov_dr,/company/co0003580?ref_=cons_tt_dt_co_1,/name/nm0326092?ref_=tt_ov_wr,6.1,"$37,000,000","$21,054,238","Rated PG-13 for some sexual content and brief drug references",0.0000
tt0337579,"Barbershop 2: Back in Business","6 February 2004 ","1h 46min",/name/nm0838198?ref_=tt_ov_dr,/company/co0016037?ref_=cons_tt_dt_co_1,/name/nm0114197?ref_=tt_ov_wr,5.7,"$18,000,000","$24,241,612","Rated PG-13 for language, sexual material and brief drug references",0.0000
tt0337921,Cellular,"10 September 2004 ","1h 34min",/name/nm0254786?ref_=tt_ov_dr,/company/co0046718?ref_=cons_tt_dt_co_1,/name/nm0169540?ref_=tt_ov_wr,6.5,"$25,000,000","$10,100,571","Rated PG-13 for violence, terror situations, language and some sexual references",0.0000
tt0337978,"Live Free or Die Hard","29 June 2007 ","2h 8min",/name/nm0936482?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm0093560?ref_=tt_ov_wr,7.2,"$110,000,000","$33,369,559",UA,0.0000
tt0338013,"Eternal Sunshine of the Spotless Mind","19 March 2004 ","1h 48min",/name/nm0327273?ref_=tt_ov_dr,/company/co0042399?ref_=cons_tt_dt_co_1,/name/nm0442109?ref_=tt_ov_wr,8.3,"$20,000,000","$8,175,198",A,0.0000
tt0338751,"The Aviator","18 February 2005 ","2h 50min",/name/nm0000217?ref_=tt_ov_dr,/company/co0035930?ref_=cons_tt_dt_co_1,/name/nm0517589?ref_=tt_ov_wr,7.5,"$110,000,000","$858,021",UA,0.0000
tt0339412,"Mr 3000","17 September 2004 ","1h 44min",/name/nm0831690?ref_=tt_ov_dr,/company/co0049348?ref_=cons_tt_dt_co_1,/name/nm0150749?ref_=tt_ov_wr,5.5,"$30,000,000","$8,679,028","Rated PG-13 for sexual content and language",0.0000
tt0340163,Hostage,"11 March 2005 ","1h 53min",/name/nm0802807?ref_=tt_ov_dr,/company/co0022594?ref_=cons_tt_dt_co_1,/name/nm0186101?ref_=tt_ov_wr,6.6,"$52,000,000","$10,214,734","Rated R for strong graphic violence, language and some drug use",0.0000
tt0343135,"Along Came Polly","16 January 2004 ","1h 30min",/name/nm0357453?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0357453?ref_=tt_ov_wr,5.9,"$42,000,000","$32,450,825","Rated PG-13 for sexual content, language, crude humor and some drug references",0.0000
tt0343660,"50 First Dates","9 April 2004 ","1h 39min",/name/nm0781842?ref_=tt_ov_dr,/company/co0050868?ref_=cons_tt_dt_co_1,/name/nm1286500?ref_=tt_ov_wr,6.8,"$75,000,000","$45,107,871",UA,0.0000
tt0343737,"The Good Shepherd","22 December 2006 ","2h 47min",/name/nm0000134?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0744839?ref_=tt_ov_wr,6.7,"$90,000,000","$14,142,760","Rated R for some violence, sexuality and language",0.0000
tt0343818,"I, Robot","13 August 2004 ","1h 55min",/name/nm0001639?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm0899113?ref_=tt_ov_wr,7.1,"$120,000,000","$52,179,887","Rated PG-13 for intense stylized action, and some brief partial nudity",0.0000
tt0345950,"The SpongeBob SquarePants Movie","19 November 2004 ","1h 27min",/name/nm0384864?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0384864?ref_=tt_ov_wr,7.0,"$30,000,000","$32,018,216","Rated PG for some mild crude humor",0.0000
tt0346156,"Sky Captain and the World of Tomorrow","31 December 2004 ","1h 46min",/name/nm0175775?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0175775?ref_=tt_ov_wr,6.1,"$70,000,000","$15,580,278","Rated PG for sequences of stylized sci-fi violence and brief mild language",0.0000
tt0348150,"Superman Returns","30 June 2006 ","2h 34min",/name/nm0001741?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm1002424?ref_=tt_ov_wr,6.1,"$209,000,000","$52,535,096",U,0.0000
tt0349710,"Ladder 49","1 October 2004 ","1h 55min",/name/nm0751221?ref_=tt_ov_dr,/company/co0049348?ref_=cons_tt_dt_co_1,/name/nm0171474?ref_=tt_ov_wr,6.5,"$55,000,000","$22,088,204",UA,0.0000
tt0349825,Miracle,"6 February 2004 ","2h 15min",/name/nm0640334?ref_=tt_ov_dr,/company/co0097885?ref_=cons_tt_dt_co_1,/name/nm1325865?ref_=tt_ov_wr,7.5,"$28,000,000","$19,377,577","Rated PG for language and some rough sports action",0.0000
tt0350028,"Raising Helen","28 May 2004 ","1h 59min",/name/nm0005190?ref_=tt_ov_dr,/company/co0049348?ref_=cons_tt_dt_co_1,/name/nm0166767?ref_=tt_ov_wr,6.0,"$50,000,000","$14,239,252","Rated PG-13 for thematic issues involving teens",0.0000
tt0351283,Madagascar,"12 August 2005 ","1h 26min",/name/nm0201509?ref_=tt_ov_dr,/company/co0129164?ref_=cons_tt_dt_co_1,/name/nm0123666?ref_=tt_ov_wr,6.9,"$75,000,000","$61,012,130","Rated PG for mild language, crude humor and some thematic elements",0.0000
tt0351977,"Walking Tall","2 April 2004 ","1h 26min",/name/nm0106230?ref_=tt_ov_dr,/company/co0016037?ref_=cons_tt_dt_co_1,/name/nm0109858?ref_=tt_ov_wr,6.2,"$56,000,000","$15,501,114","Rated PG-13 for sequences of intense violence, sexual content, drug material and language",0.0000
tt0352248,"Cinderella Man","3 June 2005 ","2h 24min",/name/nm0000165?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0391132?ref_=tt_ov_wr,8.0,"$88,000,000","$18,320,205","Rated PG-13 for intense boxing violence and some language",0.0000
tt0355295,"The Brothers Grimm","26 August 2005 ","1h 58min",/name/nm0000416?ref_=tt_ov_dr,/company/co0019626?ref_=cons_tt_dt_co_1,/name/nm0472567?ref_=tt_ov_wr,5.9,"$88,000,000","$15,092,079","Rated PG-13 for violence, frightening sequences and brief suggestive material",0.0000
tt0356470,"A Cinderella Story","26 November 2004 ","1h 35min",/name/nm0743093?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm1354901?ref_=tt_ov_wr,5.9,"$20,000,000","$13,623,350","Rated PG for mild language and innuendo",0.0000
tt0356634,Garfield,"5 November 2004 ","1h 20min",/name/nm0382072?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm0204825?ref_=tt_ov_wr,5.0,"$35,000,000","$21,727,611","Rated PG for brief mild language",0.0000
tt0356680,"The Family Stone","16 December 2005 ","1h 43min",/name/nm0080120?ref_=tt_ov_dr,/company/co0143569?ref_=cons_tt_dt_co_1,/name/nm0080120?ref_=tt_ov_wr,6.3,"$17,000,000","$12,521,027","Rated PG-13 for some sexual content including dialogue, and drug references",0.0000
tt0357413,"Anchorman: The Legend of Ron Burgundy","9 July 2004 ","1h 34min",/name/nm0570912?ref_=tt_ov_dr,/company/co0040938?ref_=cons_tt_dt_co_1,/name/nm0002071?ref_=tt_ov_wr,7.2,"$26,000,000","$28,416,365","Rated PG-13 for sexual humor, language and comic violence",0.0000
tt0358082,Robots,"11 March 2005 ","1h 31min",/name/nm0917188?ref_=tt_ov_dr,/company/co0179259?ref_=cons_tt_dt_co_1,/name/nm0593856?ref_=tt_ov_wr,6.3,"$75,000,000","$36,045,301","Rated PG for some brief language and suggestive humor",0.0000
tt0358273,"Walk the Line","18 November 2005 ","2h 16min",/name/nm0003506?ref_=tt_ov_dr,/company/co0017497?ref_=cons_tt_dt_co_1,/name/nm0143599?ref_=tt_ov_wr,7.9,"$28,000,000","$22,347,341","Rated PG-13 for some language, thematic material and depiction of drug dependency",0.0000
tt0358349,"Agent Cody Banks 2: Destination London","12 March 2004 ","1h 40min",/name/nm0020728?ref_=tt_ov_dr,/company/co0029890?ref_=cons_tt_dt_co_1,/name/nm1155510?ref_=tt_ov_wr,4.5,"$26,000,000","$8,014,005","Rated PG for action violence and some crude humor",0.0000
tt0359013,"Blade: Trinity","8 December 2004 ","1h 53min",/name/nm0333060?ref_=tt_ov_dr,/company/co0046718?ref_=cons_tt_dt_co_1,/name/nm0333060?ref_=tt_ov_wr,5.9,"$65,000,000","$16,061,271","Rated R for strong pervasive violence and language, and some sexual content",0.0000
tt0359517,"Johnson Family Vacation","7 April 2004 ","1h 37min",/name/nm1348558?ref_=tt_ov_dr,/company/co0028932?ref_=cons_tt_dt_co_1,/name/nm5333675?ref_=tt_ov_wr,4.4,"$12,000,000","$9,375,307","Rated PG-13 for some sexual references, crude humor and brief drug material",0.0000
tt0359950,"The Secret Life of Walter Mitty","3 January 2014 ","1h 54min",/name/nm0001774?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm0175726?ref_=tt_ov_wr,7.3,"$90,000,000","$13,000,000",UA,0.0000
tt0361467,"Confessions of a Teenage Drama Queen","20 February 2004 ","1h 29min",/name/nm0837406?ref_=tt_ov_dr,/company/co0008970?ref_=cons_tt_dt_co_1,/name/nm1358381?ref_=tt_ov_wr,4.6,"$15,000,000","$9,350,572","Rated PG for mild thematic elements and brief language",0.0000
tt0361748,"Inglourious Basterds","2 October 2009 ","2h 33min",/name/nm0000233?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0000233?ref_=tt_ov_wr,8.3,"$75,000,000","$38,054,676",A,0.0000
tt0362120,"Scary Movie 4","14 April 2006 ","1h 23min",/name/nm0001878?ref_=tt_ov_dr,/company/co0019626?ref_=cons_tt_dt_co_1,/name/nm0563301?ref_=tt_ov_wr,5.1,"$45,000,000","$40,222,875","Rated PG-13 for crude and sexual humor throughout, some comic violence and language",0.0000
tt0362227,"The Terminal","18 June 2004 ","2h 8min",/name/nm0000229?ref_=tt_ov_dr,/company/co0040938?ref_=cons_tt_dt_co_1,/name/nm0629272?ref_=tt_ov_wr,7.3,"$60,000,000","$19,053,199","Rated PG-13 for brief language and drug references",0.0000
tt0362270,"The Life Aquatic with Steve Zissou","25 December 2004 ","1h 59min",/name/nm0027572?ref_=tt_ov_dr,/company/co0049348?ref_=cons_tt_dt_co_1,/name/nm0027572?ref_=tt_ov_wr,7.3,"$50,000,000","$113,085","Rated R for language, some drug use, violence and partial nudity",0.0000
tt0363547,"Dawn of the Dead","19 March 2004 ","1h 41min",/name/nm0811583?ref_=tt_ov_dr,/company/co0086710?ref_=cons_tt_dt_co_1,/name/nm0001681?ref_=tt_ov_wr,7.3,"$26,000,000","$26,722,575","Rated R for pervasive strong horror violence and gore, language and sexuality",0.0000
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","8 December 2005 ","2h 23min",/name/nm0011470?ref_=tt_ov_dr,/company/co0008970?ref_=cons_tt_dt_co_1,/name/nm0668754?ref_=tt_ov_wr,6.9,"$180,000,000","$65,556,312",U,0.0000
tt0363988,"Secret Window","23 April 2004 ","1h 36min",/name/nm0462895?ref_=tt_ov_dr,/company/co0057553?ref_=cons_tt_dt_co_1,/name/nm0000175?ref_=tt_ov_wr,6.6,"$40,000,000","$18,237,568",UA,0.0000
tt0364045,"Taking Lives","19 March 2004 ","1h 43min",/name/nm0142286?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm1373865?ref_=tt_ov_wr,6.2,"$45,000,000","$11,458,465","Rated R for strong violence including disturbing images, language and some sexuality",0.0000
tt0364725,"Dodgeball: A True Underdog Story","18 June 2004 ","1h 32min",/name/nm1098493?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm1098493?ref_=tt_ov_wr,6.7,"$20,000,000","$30,070,196","Rated PG-13 for rude and sexual humor, and language",0.0000
tt0364751,"Without a Paddle","20 August 2004 ","1h 35min",/name/nm0109359?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0937748?ref_=tt_ov_wr,5.9,"$19,000,000","$13,528,946","Rated PG-13 for drug content, sexual material, language, crude humor and some violence",0.0000
tt0365737,Syriana,"9 December 2005 ","2h 8min",/name/nm0300866?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0300866?ref_=tt_ov_wr,7.0,"$50,000,000","$374,502",UA,0.0000
tt0365957,"You Got Served","30 January 2004 ","1h 35min",/name/nm0831321?ref_=tt_ov_dr,/company/co0010568?ref_=cons_tt_dt_co_1,/name/nm0831321?ref_=tt_ov_wr,3.6,"$8,000,000","$16,123,105","Rated PG-13 for thematic elements and sexual references",0.0000
tt0366174,"Anacondas: The Hunt for the Blood Orchid","27 August 2004 ","1h 37min",/name/nm0514546?ref_=tt_ov_dr,/company/co0010568?ref_=cons_tt_dt_co_1,/name/nm0061829?ref_=tt_ov_wr,4.6,"$25,000,000","$12,812,287","Rated PG-13 for action violence, scary images and some language",0.0000
tt0367479,"After the Sunset","2 December 2005 ","1h 37min",/name/nm0711840?ref_=tt_ov_dr,/company/co0046718?ref_=cons_tt_dt_co_1,/name/nm1033788?ref_=tt_ov_wr,6.3,"$58,000,000","$11,100,392","Rated PG-13 for sexuality, violence and language",0.0000
tt0367594,"Charlie and the Chocolate Factory","15 July 2005 ","1h 55min",/name/nm0000318?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0001094?ref_=tt_ov_wr,6.7,"$150,000,000","$56,178,450","Rated PG for quirky situations, action and mild language",0.0000
tt0367882,"Indiana Jones and the Kingdom of the Crystal Skull","30 May 2008 ","2h 2min",/name/nm0000229?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0462895?ref_=tt_ov_wr,6.2,"$185,000,000","$126,917,373",U,0.0000
tt0367959,"Hannibal Rising","7 February 2007 ","2h 1min",/name/nm0916424?ref_=tt_ov_dr,/company/co0226613?ref_=cons_tt_dt_co_1,/name/nm0365383?ref_=tt_ov_wr,6.2,"$50,000,000","$13,051,650",A,0.0000
tt0368008,"The Manchurian Candidate","30 July 2004 ","2h 9min",/name/nm0001129?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0174410?ref_=tt_ov_wr,6.6,"$80,000,000","$20,018,620","Rated R for violence and some language",0.0000
tt0368447,"The Village","17 September 2004 ","1h 48min",/name/nm0796117?ref_=tt_ov_dr,/company/co0049348?ref_=cons_tt_dt_co_1,/name/nm0796117?ref_=tt_ov_wr,6.5,"$60,000,000","$50,746,142","Rated PG-13 for a scene of violence and frightening situations",0.0000
tt0368578,"Are We There Yet?","21 January 2005 ","1h 35min",/name/nm0505152?ref_=tt_ov_dr,/company/co0003580?ref_=cons_tt_dt_co_1,/name/nm1027958?ref_=tt_ov_wr,4.6,"$32,000,000","$18,575,214","Rated PG for language and rude humor",0.0000
