id,name,releasedate,duration,directorid,producerid,writerid,imdb,budget,collection,certification,score
tt0424095,"Flushed Away","3 November 2006 ","1h 25min",/name/nm0101047?ref_=tt_ov_dr,/company/co0103531?ref_=cons_tt_dt_co_1,/name/nm0166074?ref_=tt_ov_wr,6.6,"$149,000,000","$18,814,323","Rated PG for crude humor and some language",0.0000
tt0424774,"The Adventures of Sharkboy and Lavagirl 3-D","30 September 2005 ","1h 33min",/name/nm0001675?ref_=tt_ov_dr,/company/co0019626?ref_=cons_tt_dt_co_1,/name/nm0001675?ref_=tt_ov_wr,3.5,"$50,000,000","$12,582,088","Rated PG for mild action and some rude humor",0.0000
tt0424823,"Balls of Fury","29 August 2007 ","1h 30min",/name/nm0304830?ref_=tt_ov_dr,/company/co0123433?ref_=cons_tt_dt_co_1,/name/nm0502073?ref_=tt_ov_wr,5.3,"$14,312,850,","$32,844,290","Rated PG-13 for crude and sex-related humor, and for language",0.0000
tt0424993,"Employee of the Month","6 October 2006 ","1h 43min",/name/nm0177637?ref_=tt_ov_dr,/company/co0173285?ref_=cons_tt_dt_co_1,/name/nm0129292?ref_=tt_ov_wr,5.5,"$12,000,000","$11,407,751","Rated PG-13 for crude and sexual humor, and language",0.0000
tt0425112,"Hot Fuzz","14 February 2007 ","2h 1min",/name/nm0942367?ref_=tt_ov_dr,/company/co0105063?ref_=cons_tt_dt_co_1,/name/nm0942367?ref_=tt_ov_wr,7.9,"$5,848,464,","$23,637,26","Rated R for violent content including some graphic images, and language",0.0000
tt0425123,"Just Like Heaven","16 September 2005 ","1h 35min",/name/nm0914134?ref_=tt_ov_dr,/company/co0040938?ref_=cons_tt_dt_co_1,/name/nm0865847?ref_=tt_ov_wr,6.7,"$58,000,000","$16,408,718","Rated PG-13 for some sexual content",0.0000
tt0426931,"August Rush","21 November 2007 ","1h 54min",/name/nm0792202?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0145309?ref_=tt_ov_wr,7.5,"$30,000,000","$9,421,369","Rated PG for some thematic elements, mild violence and language",0.0000
tt0427152,"Dinner for Schmucks","13 August 2010 ","1h 54min",/name/nm0005366?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm1115862?ref_=tt_ov_wr,5.9,"$23,527,839,","$73,026,33","Rated PG-13 for sequences of crude and sexual content, some partial nudity and language",0.0000
tt0427229,"Failure to Launch","10 March 2006 ","1h 37min",/name/nm0223359?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0040022?ref_=tt_ov_wr,5.6,"$50,000,000","$24,411,322","Rated PG-13 for sexual content, partial nudity and language",0.0000
tt0427327,Hairspray,"20 July 2007 ","1h 57min",/name/nm0788202?ref_=tt_ov_dr,/company/co0046718?ref_=cons_tt_dt_co_1,/name/nm0228908?ref_=tt_ov_wr,6.7,"$75,000,000","$27,476,745","Rated PG for language, some suggestive content and momentary teen smoking",0.0000
tt0429589,"The Ant Bully","20 October 2006 ","1h 28min",/name/nm0204884?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0204884?ref_=tt_ov_wr,5.9,"$50,000,000","$8,432,465","Rated PG for some mild rude humor and action",0.0000
tt0430105,"Four Brothers","1 July 2005 ","1h 49min",/name/nm0005436?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0254213?ref_=tt_ov_wr,6.9,"$45,000,000","$21,176,925","Rated R for strong violence, pervasive language and some sexual content",0.0000
tt0430304,Littleman,"14 July 2006 ","1h 38min",/name/nm0005540?ref_=tt_ov_dr,/company/co0003580?ref_=cons_tt_dt_co_1,/name/nm0005540?ref_=tt_ov_wr,4.3,"$64,000,000","$21,613,176","Rated PG-13 for crude and sexual humor throughout, language and brief drug references",0.0000
tt0430634,"Stick It","28 April 2006 ","1h 43min",/name/nm0070566?ref_=tt_ov_dr,/company/co0181226?ref_=cons_tt_dt_co_1,/name/nm0070566?ref_=tt_ov_wr,6.4,"$10,803,610,","$26,870,825","Rated PG-13 for some crude remarks",0.0000
tt0430770,"The Women","12 September 2008 ","1h 54min",/name/nm0257606?ref_=tt_ov_dr,/company/co0133535?ref_=cons_tt_dt_co_1,/name/nm0257606?ref_=tt_ov_wr,4.9,"$16,500,000","$10,115,121","Rated PG-13 for sex-related material, language, some drug use and brief smoking",0.0000
tt0431021,"The Possession","5 October 2012 ","1h 32min",/name/nm0097079?ref_=tt_ov_dr,/company/co0116611?ref_=cons_tt_dt_co_1,/name/nm1340000?ref_=tt_ov_wr,5.9,"$14,000,000","$17,732,480",A,0.0000
tt0431197,"The Kingdom","28 September 2007 ","1h 50min",/name/nm0000916?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm1996352?ref_=tt_ov_wr,7.1,"$70,000,000","$17,135,055","Rated R for intense sequences of graphic brutal violence, and for language",0.0000
tt0431308,"P.S. I Love You","21 December 2007 ","2h 6min",/name/nm0481418?ref_=tt_ov_dr,/company/co0054452?ref_=cons_tt_dt_co_1,/name/nm0481418?ref_=tt_ov_wr,7.1,"$30,000,000","$9,283,468","Rated PG-13 for sexual references and brief nudity",0.0000
tt0432021,"Resident Evil: Afterlife","28 September 2007 ","1h 34min",/name/nm0611683?ref_=tt_ov_dr,/company/co0010568?ref_=cons_tt_dt_co_1,/name/nm0027271?ref_=tt_ov_wr,6.3,"$45,000,000","$23,678,580","Rated R for strong horror violence throughout and some nudity",0.0000
tt0432348,"Saw II","28 October 2005 ","1h 33min",/name/nm1135423?ref_=tt_ov_dr,/company/co0137447?ref_=cons_tt_dt_co_1,/name/nm1191481?ref_=tt_ov_wr,6.6,"$4,000,000","$31,725,652","Rated R for grisly violence and gore, terror, language and drug content",0.0000
tt0433035,"Real Steel","7 October 2011 ","2h 7min",/name/nm0506613?ref_=tt_ov_dr,/company/co0040938?ref_=cons_tt_dt_co_1,/name/nm0309691?ref_=tt_ov_wr,7.1,"$110,000,000","$27,319,677",UA,0.0000
tt0433383,"Good Night, and Good Luck.","4 November 2005 ","1h 33min",/name/nm0000123?ref_=tt_ov_dr,/company/co0106448?ref_=cons_tt_dt_co_1,/name/nm0000123?ref_=tt_ov_wr,7.5,"$7,500,000","$421,446","Rated PG for mild thematic elements and brief language",0.0000
tt0433386,"The Grudge 2","20 July 2007 ","1h 42min",/name/nm1234345?ref_=tt_ov_dr,/company/co0050868?ref_=cons_tt_dt_co_1,/name/nm0839812?ref_=tt_ov_wr,5.0,"$20,000,000","$20,825,300",UA,0.0000
tt0433400,"Just Friends","23 November 2005 ","1h 36min",/name/nm0474955?ref_=tt_ov_dr,/company/co0119195?ref_=cons_tt_dt_co_1,/name/nm0204129?ref_=tt_ov_wr,6.2,"$9,191,331,","$32,619,671","Rated PG-13 for sexual content including some dialogue",0.0000
tt0434409,"V for Vendetta","16 March 2006 ","2h 12min",/name/nm0574625?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0905152?ref_=tt_ov_wr,8.2,"$54,000,000","$25,642,640",A,0.0000
tt0435625,"The Descent","8 July 2005 ","1h 39min",/name/nm0551076?ref_=tt_ov_dr,/company/co0152921?ref_=cons_tt_dt_co_1,/name/nm0551076?ref_=tt_ov_wr,7.2,"$8,911,330,","$26,024,45","Rated R for strong violence/gore and language",0.0000
tt0435651,"The Giver","15 August 2014 ","1h 37min",/name/nm0637518?ref_=tt_ov_dr,/company/co0078138?ref_=cons_tt_dt_co_1,/name/nm2276729?ref_=tt_ov_wr,6.5,"$25,000,000","$12,305,016","Rated PG-13 for a mature thematic image and some sci-fi action/violence",0.0000
tt0435761,"Toy Story 3","25 June 2010 ","1h 43min",/name/nm0881279?ref_=tt_ov_dr,/company/co0008970?ref_=cons_tt_dt_co_1,/name/nm0005124?ref_=tt_ov_wr,8.3,"$200,000,000","$110,307,189",U,0.0000
tt0436339,G-Force,"24 July 2009 ","1h 28min",/name/nm0947087?ref_=tt_ov_dr,/company/co0026281?ref_=cons_tt_dt_co_1,/name/nm0926727?ref_=tt_ov_wr,5.1,"$150,000,000","$31,706,934","Rated PG for some mild action and rude humor",0.0000
tt0437863,"The Benchwarmers","7 April 2006 ","1h 20min",/name/nm0240797?ref_=tt_ov_dr,/company/co0003580?ref_=cons_tt_dt_co_1,/name/nm0184445?ref_=tt_ov_wr,5.6,"$33,000,000","$19,656,429","Rated PG-13 for crude and suggestive humor, and for language",0.0000
tt0438097,"Ice Age: The Meltdown","21 April 2006 ","1h 31min",/name/nm0757858?ref_=tt_ov_dr,/company/co0179259?ref_=cons_tt_dt_co_1,/name/nm0310087?ref_=tt_ov_wr,6.8,"$80,000,000","$68,033,544","Rated PG for some mild language and innuendo",0.0000
tt0438488,"Terminator Salvation","26 June 2009 ","1h 55min",/name/nm0629334?ref_=tt_ov_dr,/company/co0175646?ref_=cons_tt_dt_co_1,/name/nm0104335?ref_=tt_ov_wr,6.6,"$200,000,000","$51,943,726",UA,0.0000
tt0440963,"The Bourne Ultimatum","21 September 2007 ","1h 55min",/name/nm0339030?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0006904?ref_=tt_ov_wr,8.0,"$110,000,000","$69,283,690",UA,0.0000
tt0443272,Lincoln,"8 February 2013 ","2h 30min",/name/nm0000229?ref_=tt_ov_dr,/company/co0040938?ref_=cons_tt_dt_co_1,/name/nm1065785?ref_=tt_ov_wr,7.4,"$65,000,000","$944,308",U,0.0000
tt0443295,"Yours, Mine & Ours","23 November 2005 ","1h 28min",/name/nm0331532?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0120816?ref_=tt_ov_wr,5.4,"$45,000,000","$17,461,108","Rated PG for some mild crude humor",0.0000
tt0443453,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","30 March 2007 ","1h 24min",/name/nm0153078?ref_=tt_ov_dr,/company/co0192177?ref_=cons_tt_dt_co_1,/name/nm0056187?ref_=tt_ov_wr,7.3,"$18,000,000","$26,455,463","Rated R for pervasive strong crude and sexual content including graphic nudity, and language",0.0000
tt0443489,Dreamgirls,"25 December 2006 ","2h 10min",/name/nm0174374?ref_=tt_ov_dr,/company/co0040938?ref_=cons_tt_dt_co_1,/name/nm0264132?ref_=tt_ov_wr,6.5,"$70,000,000","$378,950","Rated PG-13 for language, some sexuality and drug content",0.0000
tt0443536,Hoodwinked!,"13 January 2006 ","1h 20min",/name/nm0249897?ref_=tt_ov_dr,/company/co0150452?ref_=cons_tt_dt_co_1,/name/nm0249897?ref_=tt_ov_wr,6.5,"$17,500,000","$16,879,402","Rated PG for some mild action and thematic elements",0.0000
tt0443543,"The Illusionist","1 September 2006 ","1h 50min",/name/nm1139726?ref_=tt_ov_dr,/company/co0097514?ref_=cons_tt_dt_co_1,/name/nm1139726?ref_=tt_ov_wr,7.6,"$16,000,000","$927,956","Rated PG-13 for some sexuality and violence",0.0000
tt0443632,"The Sentinel","21 April 2006 ","1h 48min",/name/nm0424800?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm1079776?ref_=tt_ov_wr,6.1,"$60,000,000","$14,367,854","Rated PG-13 for some intense action violence and a scene of sensuality",0.0000
tt0443706,Zodiac,"20 July 2007 ","2h 37min",/name/nm0000399?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0888743?ref_=tt_ov_wr,7.7,"$65,000,000","$13,395,610",UA,0.0000
tt0444682,"The Reaping","5 April 2007 ","1h 39min",/name/nm0394280?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0370928?ref_=tt_ov_wr,5.7,"$40,000,000","$10,025,203","Rated R for violence, disturbing images and some sexuality",0.0000
tt0445922,"Across the Universe","28 September 2007 ","2h 13min",/name/nm0853380?ref_=tt_ov_dr,/company/co0003580?ref_=cons_tt_dt_co_1,/name/nm0166074?ref_=tt_ov_wr,7.4,"$45,000,000","$667,784","Rated PG-13 for some drug content, nudity, sexuality, violence and language",0.0000
tt0445934,"Blades of Glory","30 March 2007 ","1h 33min",/name/nm0330347?ref_=tt_ov_dr,/company/co0040938?ref_=cons_tt_dt_co_1,/name/nm1829796?ref_=tt_ov_wr,6.3,"$61,000,000","$33,014,202","Rated PG-13 for crude and sexual humor, language, a comic violent image and some drug references",0.0000
tt0446029,"Scott Pilgrim vs. the World","13 August 2010 ","1h 52min",/name/nm0942367?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0045209?ref_=tt_ov_wr,7.5,"$60,000,000","$10,609,795","Rated PG-13 for stylized violence, sexual content, language and drug references",0.0000
tt0446046,"Take the Lead","7 April 2006 ","1h 58min",/name/nm0295107?ref_=tt_ov_dr,/company/co0046718?ref_=cons_tt_dt_co_1,/name/nm0396817?ref_=tt_ov_wr,6.7,"$30,000,000","$12,051,277","Rated PG-13 for thematic material, language and some violence",0.0000
tt0446059,"Huo yuanjia","26 January 2006 ","1h 44min",/name/nm0950553?ref_=tt_ov_dr,/company/co0020819?ref_=cons_tt_dt_co_1,/name/nm0159443?ref_=tt_ov_wr,7.7,"$877,607
            (Hong Kong),","$10,590,244","Rated PG-13 for violence and martial arts action throughout",0.0000
tt0448011,Knowing,"2 April 2010 ","2h 1min",/name/nm0001639?ref_=tt_ov_dr,/company/co0046206?ref_=cons_tt_dt_co_1,/name/nm0669379?ref_=tt_ov_wr,6.2,"$50,000,000","$24,604,751","Rated PG-13 for disaster sequences, disturbing images and brief strong language",0.0000
tt0448157,Hancock,"11 July 2008 ","1h 32min",/name/nm0000916?ref_=tt_ov_dr,/company/co0071509?ref_=cons_tt_dt_co_1,/name/nm1378206?ref_=tt_ov_wr,6.4,"$150,000,000","$62,603,879","Rated PG-13 for some intense sequences of sci-fi action and violence, and language",0.0000
tt0449010,Eragon,"15 December 2006 ","1h 44min",/name/nm0266777?ref_=tt_ov_dr,/company/co0017497?ref_=cons_tt_dt_co_1,/name/nm0118224?ref_=tt_ov_wr,5.1,"$100,000,000","$23,239,907","Rated PG for fantasy violence, intense battle sequences and some frightening images",0.0000
tt0449059,"Little Miss Sunshine","18 August 2006 ","1h 41min",/name/nm0206760?ref_=tt_ov_dr,/company/co0028932?ref_=cons_tt_dt_co_1,/name/nm1578335?ref_=tt_ov_wr,7.8,"$8,000,000","$370,782","Rated R for language, some sex and drug content",0.0000
tt0449089,RV,"28 April 2006 ","1h 39min",/name/nm0001756?ref_=tt_ov_dr,/company/co0071509?ref_=cons_tt_dt_co_1,/name/nm0734900?ref_=tt_ov_wr,5.5,"$65,000,000","$16,414,767","Rated PG for crude humor, innuendo and language",0.0000
tt0450232,"16 Blocks","3 March 2006 ","1h 42min",/name/nm0001149?ref_=tt_ov_dr,/company/co0054452?ref_=cons_tt_dt_co_1,/name/nm0921013?ref_=tt_ov_wr,6.6,"$52,000,000","$11,855,260","Rated PG-13 for violence, intense sequences of action, and some strong language",0.0000
tt0450259,"Blood Diamond","8 December 2006 ","2h 23min",/name/nm0001880?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0495378?ref_=tt_ov_wr,8.0,"$100,000,000","$8,648,324",A,0.0000
tt0450278,Hostel,"6 January 2006 ","1h 34min",/name/nm0744834?ref_=tt_ov_dr,/company/co0070371?ref_=cons_tt_dt_co_1,/name/nm0744834?ref_=tt_ov_wr,5.9,"$4,800,000","$19,556,099","Rated R for brutal scenes of torture and violence, strong sexual content, language and drug use",0.0000
tt0451279,"Wonder Woman","2 June 2017 ","2h 21min",/name/nm0420941?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0374302?ref_=tt_ov_wr,7.5,"$149,000,000","$103,251,471","Rated PG-13 for sequences of violence and action, and some suggestive content",0.0000
tt0452594,"The Break-Up","2 June 2006 ","1h 46min",/name/nm0715636?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm1275670?ref_=tt_ov_wr,5.8,"$52,000,000","$39,172,785","Rated PG-13 for sexual content, some nudity and language",0.0000
tt0452598,"Cheaper by the Dozen 2","21 December 2005 ","1h 34min",/name/nm0788202?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm0363958?ref_=tt_ov_wr,5.5,"$60,000,000","$15,340,679","Rated PG for some crude humor and mild language",0.0000
tt0452608,"Death Race","22 August 2008 ","1h 45min",/name/nm0027271?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0027271?ref_=tt_ov_wr,6.4,"$45,000,000","$12,621,090","Rated R for strong violence and language",0.0000
tt0452637,"Lady in the Water","28 July 2006 ","1h 50min",/name/nm0796117?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0796117?ref_=tt_ov_wr,5.6,"$70,000,000","$18,044,396",U,0.0000
tt0452681,"The Santa Clause 3: The Escape Clause","3 November 2006 ","1h 37min",/name/nm0501185?ref_=tt_ov_dr,/company/co0008970?ref_=cons_tt_dt_co_1,/name/nm0214036?ref_=tt_ov_wr,4.7,"$12,000,000","$19,504,038",G,0.0000
tt0453467,"Deja Vu","22 November 2006 ","2h 6min",/name/nm0001716?ref_=tt_ov_dr,/company/co0049348?ref_=cons_tt_dt_co_1,/name/nm1319490?ref_=tt_ov_wr,7.0,"$75,000,000","$20,574,802",UA,0.0000
tt0453556,TMNT,"23 March 2007 ","1h 27min",/name/nm1083489?ref_=tt_ov_dr,/company/co0188658?ref_=cons_tt_dt_co_1,/name/nm1083489?ref_=tt_ov_wr,6.3,"$34,000,000","$24,255,205","Rated PG for animated action violence, some scary cartoon images and mild language",0.0000
tt0453562,42,"12 April 2013 ","2h 8min",/name/nm0001338?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0001338?ref_=tt_ov_wr,7.5,"$40,000,000","$27,487,144","Rated PG-13 for thematic elements including language",0.0000
tt0454841,"The Hills Have Eyes","10 March 2006 ","1h 47min",/name/nm0014960?ref_=tt_ov_dr,/company/co0013899?ref_=cons_tt_dt_co_1,/name/nm0000127?ref_=tt_ov_wr,6.4,"$15,000,000","$15,708,512","Rated R for strong gruesome violence and terror throughout, and for language",0.0000
tt0454848,"Inside Man","24 March 2006 ","2h 9min",/name/nm0000490?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm1897957?ref_=tt_ov_wr,7.6,"$45,000,000","$28,954,945","Rated R for language and some violent images",0.0000
tt0454921,"The Pursuit of Happyness","15 December 2006 ","1h 57min",/name/nm0610831?ref_=tt_ov_dr,/company/co0050868?ref_=cons_tt_dt_co_1,/name/nm0175726?ref_=tt_ov_wr,8.0,"$55,000,000","$26,541,709","Rated PG-13 for some language",0.0000
tt0455407,"The Crazies","26 February 2010 ","1h 41min",/name/nm0252135?ref_=tt_ov_dr,/company/co0193414?ref_=cons_tt_dt_co_1,/name/nm0466925?ref_=tt_ov_wr,6.5,"$20,000,000","$16,067,552","Rated R for bloody violence and language",0.0000
tt0455499,"Garfield: A Tail of Two Kitties","16 June 2006 ","1h 22min",/name/nm0384722?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm0169505?ref_=tt_ov_wr,5.0,"$60,000,000","$7,288,977","Rated PG for some off-color elements",0.0000
tt0455824,Australia,"2 January 2009 ","2h 45min",/name/nm0525303?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm0064181?ref_=tt_ov_wr,6.6,"$130,000,000","$14,800,723","Rated PG-13 for some violence, a scene of sensuality, and brief strong language",0.0000
tt0455857,"When a Stranger Calls","3 February 2006 ","1h 27min",/name/nm0922346?ref_=tt_ov_dr,/company/co0010568?ref_=cons_tt_dt_co_1,/name/nm0908411?ref_=tt_ov_wr,5.1,"$15,000,000","$21,607,203","Rated PG-13 for intense terror, violence and some language",0.0000
tt0455944,"The Equalizer","21 November 2014 ","2h 12min",/name/nm0298807?ref_=tt_ov_dr,/company/co0071509?ref_=cons_tt_dt_co_1,/name/nm0921013?ref_=tt_ov_wr,7.2,"$55,000,000","$34,137,828","Rated R for strong bloody violence and language throughout, including some sexual references",0.0000
tt0455967,"John Tucker Must Die","28 July 2006 ","1h 29min",/name/nm0858525?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm0523094?ref_=tt_ov_wr,5.8,"$18,000,000","$14,276,534","Rated PG-13 for sexual content and language",0.0000
tt0457433,"Perfect Stranger","13 April 2007 ","1h 49min",/name/nm0001226?ref_=tt_ov_dr,/company/co0003580?ref_=cons_tt_dt_co_1,/name/nm0464548?ref_=tt_ov_wr,5.7,"$60,795,000","$11,500,000","Rated R for sexual content, nudity, some disturbing violent images and language",0.0000
tt0457510,"Nacho Libre","16 June 2006 ","1h 32min",/name/nm0381478?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0381478?ref_=tt_ov_wr,5.7,"$32,000,000","$28,309,599","Rated PG for some rough action, and crude humor including dialogue",0.0000
tt0457939,"The Holiday","9 February 2007 ","2h 18min",/name/nm0583600?ref_=tt_ov_dr,/company/co0071509?ref_=cons_tt_dt_co_1,/name/nm0583600?ref_=tt_ov_wr,6.9,"$85,000,000","$12,778,913","Rated PG-13 for sexual content and some strong language",0.0000
tt0458339,"Captain America: The First Avenger","29 July 2011 ","2h 4min",/name/nm0002653?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm1321655?ref_=tt_ov_wr,6.9,"$140,000,000","$65,058,524","Rated PG-13 for intense sequences of sci-fi violence and action",0.0000
tt0458352,"The Devil Wears Prada","30 June 2006 ","1h 49min",/name/nm0291205?ref_=tt_ov_dr,/company/co0017497?ref_=cons_tt_dt_co_1,/name/nm0112459?ref_=tt_ov_wr,6.9,"$35,000,000","$27,537,244","Rated PG-13 for some sensuality",0.0000
tt0458525,"X-Men Origins: Wolverine","19 June 2009 ","1h 47min",/name/nm0004303?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm1125275?ref_=tt_ov_wr,6.6,"$150,000,000","$85,058,003","Rated PG-13 for intense sequences of action and violence, and some partial nudity",0.0000
tt0461770,Enchanted,"21 November 2007 ","1h 47min",/name/nm0510674?ref_=tt_ov_dr,/company/co0008970?ref_=cons_tt_dt_co_1,/name/nm0446210?ref_=tt_ov_wr,7.1,"$85,000,000","$34,440,317","Rated PG for some scary images and mild innuendo",0.0000
tt0462538,"The Simpsons Movie","3 August 2007 ","1h 27min",/name/nm0798899?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm0000985?ref_=tt_ov_wr,7.4,"$75,000,000","$74,036,787","Rated PG-13 for irreverent humor throughout",0.0000
tt0462590,"Step Up","11 August 2006 ","1h 44min",/name/nm0281945?ref_=tt_ov_dr,/company/co0049348?ref_=cons_tt_dt_co_1,/name/nm0012137?ref_=tt_ov_wr,6.5,"$12,000,000","$20,659,573","Rated PG-13 for thematic elements, brief violence and innuendo",0.0000
tt0463034,"You, Me and Dupree","14 July 2006 ","1h 50min",/name/nm0751577?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm1942829?ref_=tt_ov_wr,5.6,"$54,000,000","$21,525,560","Rated PG-13 for sexual content, brief nudity, crude humor, language and a drug reference",0.0000
tt0463854,"28 Weeks Later","11 May 2007 ","1h 40min",/name/nm0294379?ref_=tt_ov_dr,/company/co0176225?ref_=cons_tt_dt_co_1,/name/nm0423626?ref_=tt_ov_wr,7.0,"$15,000,000","$9,807,292","Rated R for strong violence and gore, language and some sexuality/nudity",0.0000
tt0463985,"The Fast and the Furious: Tokyo Drift","16 June 2006 ","1h 44min",/name/nm0510912?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0604555?ref_=tt_ov_wr,6.0,"$85,000,000","$23,973,840","Rated PG-13 for reckless and illegal behavior involving teens, violence, language and sexual content",0.0000
tt0463998,"Freedom Writers","5 January 2007 ","2h 3min",/name/nm0481418?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0481418?ref_=tt_ov_wr,7.5,"$21,000,000","$9,405,582","Rated PG-13 for violent content, some thematic material and language",0.0000
tt0465234,"National Treasure: Book of Secrets","11 January 2008 ","2h 4min",/name/nm0005509?ref_=tt_ov_dr,/company/co0008970?ref_=cons_tt_dt_co_1,/name/nm0926729?ref_=tt_ov_wr,6.5,"$130,000,000","$65,444,195","Rated PG for some violence and action",0.0000
tt0465494,Hitman,"21 November 2007 ","1h 40min",/name/nm1164755?ref_=tt_ov_dr,/company/co0000756?ref_=cons_tt_dt_co_1,/name/nm0940790?ref_=tt_ov_wr,6.3,"$24,000,000","$13,180,769","Rated R for strong bloody violence, language and some sexuality/nudity",0.0000
tt0465538,"Michael Clayton","12 October 2007 ","1h 59min",/name/nm0006904?ref_=tt_ov_dr,/company/co0184827?ref_=cons_tt_dt_co_1,/name/nm0006904?ref_=tt_ov_wr,7.3,"$25,000,000","$719,910",A,0.0000
tt0466342,"Date Movie","17 February 2006 ","1h 23min",/name/nm0783536?ref_=tt_ov_dr,/company/co0025101?ref_=cons_tt_dt_co_1,/name/nm0294997?ref_=tt_ov_wr,2.8,"$20,000,000","$21,812,384","Rated PG-13 for continuous crude and sexual humor, including language",0.0000
tt0467197,"Max Payne","28 November 2008 ","1h 40min",/name/nm0601382?ref_=tt_ov_dr,/company/co0041041?ref_=cons_tt_dt_co_1,/name/nm2830774?ref_=tt_ov_wr,5.4,"$35,000,000","$17,639,849",A,0.0000
tt0467406,Juno,"25 December 2007 ","1h 36min",/name/nm0718646?ref_=tt_ov_dr,/company/co0028932?ref_=cons_tt_dt_co_1,/name/nm1959505?ref_=tt_ov_wr,7.5,"$7,500,000","$413,869","Rated PG-13 for mature thematic material, sexual content and language",0.0000
tt0468569,"The Dark Knight","18 July 2008 ","2h 32min",/name/nm0634240?ref_=tt_ov_dr,/company/co0026840?ref_=cons_tt_dt_co_1,/name/nm0634300?ref_=tt_ov_wr,9.0,"$185,000,000","$158,411,483",UA,0.0000
tt0469494,"There Will Be Blood","25 January 2008 ","2h 38min",/name/nm0000759?ref_=tt_ov_dr,/company/co0179341?ref_=cons_tt_dt_co_1,/name/nm0000759?ref_=tt_ov_wr,8.1,"$25,000,000","$302,845","Rated R for some violence",0.0000
tt0469641,"World Trade Center","9 August 2006 ","2h 9min",/name/nm0000231?ref_=tt_ov_dr,/company/co0023400?ref_=cons_tt_dt_co_1,/name/nm0075696?ref_=tt_ov_wr,6.0,"$63,000,000","$18,730,762","Rated PG-13 for intense and emotional content, some disturbing images and language",0.0000
tt0471042,"Tower Heist","4 November 2011 ","1h 44min",/name/nm0711840?ref_=tt_ov_dr,/company/co0005073?ref_=cons_tt_dt_co_1,/name/nm0177836?ref_=tt_ov_wr,6.2,"$75,000,000","$24,025,190",A,0.0000
tt0472043,Apocalypto,"8 December 2006 ","2h 19min",/name/nm0000154?ref_=tt_ov_dr,/company/co0000700?ref_=cons_tt_dt_co_1,/name/nm0000154?ref_=tt_ov_wr,7.8,"$40,000,000","$15,005,604","Rated R for sequences of graphic violence and disturbing images",0.0000
tt0472181,"The Smurfs","29 July 2011 ","1h 43min",/name/nm0331532?ref_=tt_ov_dr,/company/co0071509?ref_=cons_tt_dt_co_1,/name/nm0826425?ref_=tt_ov_wr,5.5,"$110,000,000","$35,611,637","Rated PG for some mild rude humor and action",0.0000
